,Make_x,Model,Body Type,Jan,Feb,Mar,Apr,May,Jun,Jul,Aug,Sep,Oct,Nov,Dec,Total Sales,Unnamed: 0.1,Unnamed: 0,Make_y,Origin,DriveTrain,MSRP,Invoice,EngineSize,Cylinders,Horsepower,MPG_City,MPG_Highway,Weight,Wheelbase,Length,Sum
129,GMC,Canyon,Truck,527,527,593,438,421,438,458,441,458,188,188,188,4865,219.0,147.0,GMC,USA,Rear,16530.0,14877.0,2.8,4.0,175.0,18.0,25.0,3351.0,111.0,192.0,24125.0
130,GMC,Savana, Commercial Van,280,280,315,214,206,214,111,107,111,181,181,181,2381,224.0,521.0,GMC,,,32462.695454545454,29732.477272727272,,,,,,,,,36008.0
131,GMC,Sierra,Truck,5334,5334,6001,5469,5258,5469,3340,3217,3340,3665,3665,3665,53757,220.0,148.0,GMC,USA,Rear,25717.0,22604.0,4.8,8.0,285.0,17.0,20.0,4548.0,144.0,230.0,248923.0
132,GMC,Sierra,Truck,5334,5334,6001,5469,5258,5469,3340,3217,3340,3665,3665,3665,53757,221.0,149.0,GMC,USA,All,29322.0,25759.0,6.0,8.0,300.0,13.0,18.0,5440.0,133.0,222.0,248923.0
133,GMC,Terrain,SUV,586,586,659,873,840,873,628,605,628,320,320,320,7238,225.0,522.0,GMC,,,32462.695454545454,29732.477272727272,,,,,,,,,47488.0
134,GMC,Yukon,SUV,530,530,596,749,720,749,730,703,730,767,767,767,8338,216.0,144.0,GMC,USA,Front,35725.0,31361.0,4.8,8.0,285.0,16.0,19.0,5042.0,116.0,199.0,84243.0
135,GMC,Yukon,SUV,530,530,596,749,720,749,730,703,730,767,767,767,8338,217.0,145.0,GMC,USA,All,46265.0,40534.0,6.0,8.0,325.0,13.0,17.0,6133.0,130.0,219.0,84243.0
136,Honda,Accord,Sedan,313,325,679,793,699,526,692,764,650,428,194,340,6403,236.0,161.0,Honda,Asia,Front,19860.0,17924.0,2.4,4.0,160.0,26.0,34.0,2994.0,105.0,188.0,202676.0
137,Honda,Accord,Sedan,313,325,679,793,699,526,692,764,650,428,194,340,6403,237.0,162.0,Honda,Asia,Front,22260.0,20080.0,2.4,4.0,160.0,26.0,34.0,3047.0,105.0,188.0,202676.0
138,Honda,Accord,Sedan,313,325,679,793,699,526,692,764,650,428,194,340,6403,238.0,163.0,Honda,Asia,Front,23760.0,21428.0,3.0,6.0,240.0,21.0,30.0,3349.0,108.0,190.0,202676.0
139,Honda,Accord,Sedan,313,325,679,793,699,526,692,764,650,428,194,340,6403,239.0,164.0,Honda,Asia,Front,26960.0,24304.0,3.0,6.0,240.0,21.0,30.0,3294.0,105.0,188.0,202676.0
140,Honda,Civic,Sedan,1703,2164,3291,3726,3576,5783,4883,4255,3591,3711,3653,3220,43556,226.0,151.0,Honda,Asia,Front,20140.0,18451.0,1.4,4.0,93.0,46.0,51.0,2732.0,103.0,175.0,263787.0
141,Honda,Civic,Sedan,1703,2164,3291,3726,3576,5783,4883,4255,3591,3711,3653,3220,43556,227.0,152.0,Honda,Asia,Front,13270.0,12175.0,1.7,4.0,115.0,32.0,38.0,2432.0,103.0,175.0,263787.0
142,Honda,Civic,Sedan,1703,2164,3291,3726,3576,5783,4883,4255,3591,3711,3653,3220,43556,228.0,153.0,Honda,Asia,Front,14170.0,12996.0,1.7,4.0,117.0,36.0,44.0,2500.0,103.0,175.0,263787.0
143,Honda,Civic,Sedan,1703,2164,3291,3726,3576,5783,4883,4255,3591,3711,3653,3220,43556,229.0,154.0,Honda,Asia,Front,15850.0,14531.0,1.7,4.0,115.0,32.0,38.0,2513.0,103.0,175.0,263787.0
144,Honda,Civic,Sedan,1703,2164,3291,3726,3576,5783,4883,4255,3591,3711,3653,3220,43556,230.0,155.0,Honda,Asia,Front,17750.0,16265.0,1.7,4.0,127.0,32.0,37.0,2601.0,103.0,175.0,263787.0
145,Honda,Civic,Sedan,1703,2164,3291,3726,3576,5783,4883,4255,3591,3711,3653,3220,43556,231.0,156.0,Honda,Asia,Front,19490.0,17849.0,2.0,4.0,160.0,26.0,30.0,2782.0,101.0,166.0,263787.0
146,Honda,Clarity FCV,Sedan,6,24,39,40,28,29,6,18,13,7,28,10,248,,,,,,,,,,,,,,,,
147,Honda,CR-V,SUV,2858,3716,4959,4096,5046,6041,6211,5837,4180,2330,2742,2919,50935,234.0,159.0,Honda,Asia,All,19860.0,18419.0,2.4,4.0,160.0,21.0,25.0,3258.0,103.0,179.0,361271.0
148,Honda,Fit,Sedan,60,68,109,56,36,11,10,4,3,2,1,1,361,244.0,524.0,Honda,,,32462.695454545454,29732.477272727272,,,,,,,,,8695.0
149,Honda,HR-V,SUV,312,451,952,933,921,885,1059,1103,1358,1532,1247,863,11616,245.0,525.0,Honda,,,32462.695454545454,29732.477272727272,,,,,,,,,137090.0
150,Honda,Insight,Sedan,26,27,38,41,31,30,30,11,10,3,2,2,251,232.0,157.0,Honda,Asia,Front,19110.0,17911.0,2.0,3.0,73.0,60.0,66.0,1850.0,95.0,155.0,18685.0
151,Honda,Odyssey,Minivan,100,295,501,346,396,452,681,375,388,323,118,151,4126,240.0,165.0,Honda,Asia,Front,24950.0,22498.0,3.5,6.0,240.0,18.0,25.0,4310.0,118.0,201.0,76125.0
152,Honda,Odyssey,Minivan,100,295,501,346,396,452,681,375,388,323,118,151,4126,241.0,166.0,Honda,Asia,Front,27450.0,24744.0,3.5,6.0,240.0,18.0,25.0,4365.0,118.0,201.0,76125.0
153,Honda,Passport,SUV,141,152,266,238,222,239,263,234,380,344,243,147,2869,246.0,526.0,Honda,,,32462.695454545454,29732.477272727272,,,,,,,,,53133.0
154,Honda,Pilot,SUV,314,709,1251,715,674,590,605,557,479,618,478,408,7398,233.0,158.0,Honda,Asia,All,27560.0,24843.0,3.5,6.0,240.0,17.0,22.0,4387.0,106.0,188.0,143062.0
155,Honda,Ridgeline,Truck,87,235,482,288,230,260,161,50,409,272,585,432,3491,247.0,527.0,Honda,,,32462.695454545454,29732.477272727272,,,,,,,,,41355.0
156,Hyundai,Elantra,Sedan,1108,1458,2094,2304,2666,2856,2589,2375,2698,2422,2436,1306,26312,254.0,174.0,Hyundai,Asia,Front,13839.0,12781.0,2.0,4.0,138.0,26.0,34.0,2635.0,103.0,178.0,127360.0
157,Hyundai,Elantra,Sedan,1108,1458,2094,2304,2666,2856,2589,2375,2698,2422,2436,1306,26312,255.0,175.0,Hyundai,Asia,Front,15389.0,14207.0,2.0,4.0,138.0,26.0,34.0,2635.0,103.0,178.0,127360.0
158,Hyundai,Elantra,Sedan,1108,1458,2094,2304,2666,2856,2589,2375,2698,2422,2436,1306,26312,256.0,176.0,Hyundai,Asia,Front,15389.0,14207.0,2.0,4.0,138.0,26.0,34.0,2698.0,103.0,178.0,127360.0
159,Hyundai,Ioniq,Sedan,203,334,286,260,222,233,257,467,397,350,254,428,3691,262.0,528.0,Hyundai,,,32462.695454545454,29732.477272727272,,,,,,,,,19175.0
160,Hyundai,Ioniq,Sedan,203,334,286,260,222,233,257,467,397,350,254,428,3691,263.0,529.0,Hyundai,,,32462.695454545454,29732.477272727272,,,,,,,,,153.0
161,Hyundai,Kona,SUV,1400,2058,3402,3154,2973,2728,2778,2634,2634,2870,2564,1906,31101,264.0,530.0,Hyundai,,,32462.695454545454,29732.477272727272,,,,,,,,,89607.0
162,Hyundai,Nexo,SUV,0,1,0,0,0,0,0,0,0,0,0,0,1,265.0,531.0,Hyundai,,,32462.695454545454,29732.477272727272,,,,,,,,,421.0
163,Hyundai,Palisade,SUV,467,605,737,666,693,869,634,541,496,597,210,224,6739,266.0,532.0,Hyundai,,,32462.695454545454,29732.477272727272,,,,,,,,,86282.0
164,Hyundai,Santa Cruz,Truck,0,0,0,0,0,0,0,90,222,176,242,200,930,,,,,,,,,,,,,,,,
165,Hyundai,Santa Fe,SUV,632,848,1623,1507,1499,1405,1465,1640,1577,1502,1310,938,15946,,,,,,,,,,,,,,,,
166,Hyundai,Sonata,Sedan,142,213,284,283,328,428,388,405,477,399,411,363,4121,257.0,177.0,Hyundai,Asia,Front,19339.0,17574.0,2.7,6.0,170.0,19.0,27.0,3217.0,106.0,187.0,83434.0
167,Hyundai,Sonata,Sedan,142,213,284,283,328,428,388,405,477,399,411,363,4121,258.0,178.0,Hyundai,Asia,Front,20339.0,18380.0,2.7,6.0,170.0,19.0,27.0,3217.0,106.0,187.0,83434.0
168,Hyundai,Tuscon,SUV,1061,1521,2250,2435,3075,3118,2925,2435,2186,2135,1251,1095,25487,267.0,533.0,Hyundai,,,32462.695454545454,29732.477272727272,,,,,,,,,140721.0
169,Hyundai,Veloster,Sedan,20,14,44,63,79,108,79,76,69,48,75,59,734,268.0,534.0,Hyundai,,,32462.695454545454,29732.477272727272,,,,,,,,,1942.0
170,Hyundai,Venue,SUV,544,543,934,1094,1208,1220,999,1177,1087,1013,1087,642,11548,269.0,535.0,Hyundai,,,32462.695454545454,29732.477272727272,,,,,,,,,20669.0
171,Infiniti,Q50,Sedan,89,89,100,98,94,98,89,86,89,56,56,56,1000,278.0,536.0,Infiniti,,,32462.695454545454,29732.477272727272,,,,,,,,,13894.0
172,Infiniti,Q60,2 Door Coupe,24,24,27,38,37,38,27,26,27,13,13,13,307,279.0,537.0,Infiniti,,,32462.695454545454,29732.477272727272,,,,,,,,,2729.0
173,Infiniti,QX50,SUV,155,155,174,201,194,201,218,210,218,144,144,144,2158,280.0,538.0,Infiniti,,,32462.695454545454,29732.477272727272,,,,,,,,,19196.0
174,Infiniti,QX55,SUV,0,0,0,64,62,64,58,56,58,40,40,40,482,281.0,539.0,Infiniti,,,32462.695454545454,29732.477272727272,,,,,,,,,4333.0
175,Infiniti,QX60,SUV,130,130,146,95,91,95,47,45,47,71,71,71,1039,282.0,540.0,Infiniti,,,32462.695454545454,29732.477272727272,,,,,,,,,5830.0
176,Infiniti,QX80,SUV,82,82,93,74,71,74,52,50,52,72,72,72,846,283.0,541.0,Infiniti,,,32462.695454545454,29732.477272727272,,,,,,,,,12573.0
177,Jaguar,E-Pace,SUV,15,15,17,11,11,11,5,5,5,1,1,1,98,298.0,542.0,Jaguar,,,32462.695454545454,29732.477272727272,,,,,,,,,2904.0
178,Jaguar,F-Pace,SUV,116,116,131,184,177,184,143,138,143,32,32,32,1428,299.0,543.0,Jaguar,,,32462.695454545454,29732.477272727272,,,,,,,,,9237.0
179,Jaguar,F-Type,2 Door Coupe,17,17,19,21,20,21,10,10,10,9,9,9,172,300.0,544.0,Jaguar,,,32462.695454545454,29732.477272727272,,,,,,,,,2112.0
180,Jaguar,I-Pace,SUV,11,11,12,6,6,6,2,2,0,10,10,10,86,301.0,545.0,Jaguar,,,32462.695454545454,29732.477272727272,,,,,,,,,1415.0
181,Jaguar,XF,Sedan,6,6,7,10,10,10,3,3,3,1,1,1,61,303.0,547.0,Jaguar,,,32462.695454545454,29732.477272727272,,,,,,,,,1183.0
182,Jeep,Cherokee,SUV,975,0,1097,998,959,998,681,656,681,404,404,404,8257,309.0,549.0,Jeep,,,32462.695454545454,29732.477272727272,,,,,,,,,89126.0
183,Jeep,Commander,SUV,0,0,0,0,0,0,0,0,0,0,545,545,1090,,,,,,,,,,,,,,,,
184,Jeep,Compass,SUV,531,0,597,376,362,376,514,495,514,545,0,0,4310,310.0,550.0,Jeep,,,32462.695454545454,29732.477272727272,,,,,,,,,75642.0
185,Jeep,Gladiator,Truck,380,0,428,299,288,299,418,403,418,470,470,470,4343,311.0,551.0,Jeep,,,32462.695454545454,29732.477272727272,,,,,,,,,89712.0
186,Jeep,Grand Cherokee,SUV,1446,0,1627,1405,1351,1405,1807,1740,1807,1803,1803,1803,17997,,,,,,,,,,,,,,,,
187,Jeep,Grand Wagoneer,SUV,0,0,0,0,0,4,0,3,3,106,106,106,328,,,,,,,,,,,,,,,,
188,Jeep,Renegade,SUV,7,0,8,31,30,31,39,38,39,24,24,24,295,313.0,553.0,Jeep,,,32462.695454545454,29732.477272727272,,,,,,,,,47138.0
189,Jeep,Wagoneer,SUV,0,0,0,0,0,0,3,0,0,0,0,0,3,314.0,554.0,Jeep,,,32462.695454545454,29732.477272727272,,,,,,,,,5349.0
190,Jeep,Wrangler,SUV,1446,0,1627,1717,1651,1717,1616,1556,1616,1878,1878,1878,18580,308.0,207.0,Jeep,USA,All,25520.0,23275.0,4.0,6.0,190.0,16.0,19.0,3575.0,93.0,150.0,204610.0
191,Kia,Carnival,Minivan,0,0,0,0,399,981,928,917,405,274,163,58,4125,327.0,556.0,Kia,,,32462.695454545454,29732.477272727272,,,,,,,,,10530.0
192,Kia,Forte,Sedan,519,606,1321,1552,1784,1704,1685,1678,1671,1014,359,535,14428,328.0,557.0,Kia,,,32462.695454545454,29732.477272727272,,,,,,,,,113051.0
193,Kia,K5,Sedan,55,58,146,118,136,147,135,175,152,66,80,67,1335,329.0,558.0,Kia,,,32462.695454545454,29732.477272727272,,,,,,,,,77195.0
194,Kia,Niro,SUV,166,221,423,417,615,497,603,482,346,263,273,97,4403,331.0,560.0,Kia,,,32462.695454545454,29732.477272727272,,,,,,,,,26192.0
195,Kia,Optima,Sedan,0,2,1,0,0,0,0,0,0,0,0,0,3,316.0,209.0,Kia,Asia,Front,16040.0,14910.0,2.4,4.0,138.0,23.0,30.0,3281.0,106.0,186.0,16.0
196,Kia,Optima,Sedan,0,2,1,0,0,0,0,0,0,0,0,0,3,317.0,210.0,Kia,Asia,Front,18435.0,16850.0,2.7,6.0,170.0,20.0,27.0,3279.0,106.0,186.0,16.0
197,Kia,Rio,Sedan,268,316,414,400,814,781,606,424,400,239,388,273,5323,318.0,211.0,Kia,Asia,Front,10280.0,9875.0,1.6,4.0,104.0,26.0,33.0,2403.0,95.0,167.0,31362.0
198,Kia,Rio,Sedan,268,316,414,400,814,781,606,424,400,239,388,273,5323,319.0,212.0,Kia,Asia,Front,11155.0,10705.0,1.6,4.0,104.0,25.0,32.0,2458.0,95.0,167.0,31362.0
199,Kia,Rio,Sedan,268,316,414,400,814,781,606,424,400,239,388,273,5323,320.0,213.0,Kia,Asia,Front,11905.0,11410.0,1.6,4.0,104.0,26.0,33.0,2447.0,95.0,167.0,31362.0
200,Kia,Sedona,Minivan,61,78,18,17,9,1,1,2,2,1,0,0,190,325.0,218.0,Kia,Asia,Front,20615.0,19400.0,3.5,6.0,195.0,16.0,22.0,4802.0,115.0,194.0,14625.0
201,Kia,Seltos,SUV,754,1065,1633,1837,1401,1444,947,1346,1523,1260,646,580,14436,332.0,561.0,Kia,,,32462.695454545454,29732.477272727272,,,,,,,,,51368.0
202,Kia,Sorento,SUV,485,646,899,1068,1016,1022,835,949,1226,409,830,890,10275,315.0,208.0,Kia,Asia,Front,19635.0,18630.0,3.5,6.0,192.0,16.0,19.0,4112.0,107.0,180.0,81785.0
203,Kia,Soul,SUV,228,382,588,797,671,743,928,757,954,653,416,227,7344,333.0,562.0,Kia,,,32462.695454545454,29732.477272727272,,,,,,,,,75126.0
204,Kia,Sportage,SUV,497,730,1527,1304,1366,898,1242,1154,1249,1047,582,241,11837,334.0,563.0,Kia,,,32462.695454545454,29732.477272727272,,,,,,,,,88688.0
205,Kia,Stinger,Sedan,63,86,144,139,114,147,102,108,88,98,90,50,1229,335.0,564.0,Kia,,,32462.695454545454,29732.477272727272,,,,,,,,,13517.0
206,Kia,Telluride,SUV,264,460,636,391,295,485,293,353,391,187,268,247,4270,336.0,565.0,Kia,,,32462.695454545454,29732.477272727272,,,,,,,,,93705.0
207,Land Rover,Defender,SUV,216,216,243,129,124,129,155,150,155,86,86,86,1775,,,,,,,,,,,,,,,,
208,Land Rover,Discovery LR4,SUV,103,103,116,62,59,62,51,49,51,42,42,42,782,,,,,,,,,,,,,,,,
209,Land Rover,Range Rover,SUV,140,140,157,114,110,114,88,85,88,134,134,134,1438,,,,,,,,,,,,,,,,
210,Land Rover,Evoque,SUV,124,124,139,75,72,75,55,53,55,135,135,135,1177,,,,,,,,,,,,,,,,
211,Land Rover,Sport,SUV,263,263,296,282,271,282,133,128,133,170,170,170,2561,,,,,,,,,,,,,,,,
212,Land Rover,Velar,SUV,105,105,118,149,143,149,114,110,114,49,49,49,1254,,,,,,,,,,,,,,,,
213,Lexus,ES,Sedan,97,52,163,129,156,153,182,131,193,148,148,148,1700,350.0,225.0,Lexus,Asia,Front,32350.0,28755.0,3.3,6.0,225.0,20.0,29.0,3460.0,107.0,191.0,45406.0
214,Lexus,GS,Sedan,1,1,0,0,0,0,0,0,0,0,0,0,2,354.0,229.0,Lexus,Asia,Rear,41010.0,36196.0,3.0,6.0,220.0,18.0,25.0,3649.0,110.0,189.0,76.0
215,Lexus,GS,Sedan,1,1,0,0,0,0,0,0,0,0,0,0,2,355.0,230.0,Lexus,Asia,Rear,48450.0,42232.0,4.3,8.0,300.0,18.0,23.0,3715.0,110.0,189.0,76.0
216,Lexus,GX,SUV,37,36,19,30,18,21,14,37,19,31,31,31,324,347.0,222.0,Lexus,Asia,All,45700.0,39838.0,4.7,8.0,235.0,15.0,19.0,4740.0,110.0,188.0,32509.0
217,Lexus,IS,Sedan,115,130,221,330,302,263,260,215,186,32,32,32,2118,351.0,226.0,Lexus,Asia,Rear,31045.0,27404.0,3.0,6.0,215.0,18.0,25.0,3255.0,105.0,177.0,21998.0
218,Lexus,IS,Sedan,115,130,221,330,302,263,260,215,186,32,32,32,2118,352.0,227.0,Lexus,Asia,Rear,32415.0,28611.0,3.0,6.0,215.0,18.0,24.0,3285.0,105.0,177.0,21998.0
219,Lexus,IS,Sedan,115,130,221,330,302,263,260,215,186,32,32,32,2118,353.0,228.0,Lexus,Asia,Rear,32455.0,28647.0,3.0,6.0,215.0,18.0,24.0,3410.0,105.0,177.0,21998.0
220,Lexus,LC,2 Door Coupe,5,5,26,38,32,36,13,15,14,3,3,3,193,358.0,573.0,Lexus,,,32462.695454545454,29732.477272727272,,,,,,,,,2782.0
221,Lexus,LS,Sedan,6,3,3,5,2,4,4,2,6,1,1,1,38,356.0,231.0,Lexus,Asia,Rear,55750.0,48583.0,4.3,8.0,290.0,18.0,25.0,3990.0,115.0,197.0,3739.0
222,Lexus,LS,Sedan,6,3,3,5,2,4,4,2,6,1,1,1,38,364.0,235.0,Lincoln,USA,Rear,32495.0,29969.0,3.0,6.0,232.0,20.0,26.0,3681.0,115.0,194.0,55609.27386934673
223,Lexus,LS,Sedan,6,3,3,5,2,4,4,2,6,1,1,1,38,365.0,236.0,Lincoln,USA,Rear,36895.0,33929.0,3.0,6.0,232.0,20.0,26.0,3681.0,115.0,194.0,55609.27386934673
224,Lexus,LS,Sedan,6,3,3,5,2,4,4,2,6,1,1,1,38,366.0,237.0,Lincoln,USA,Rear,40095.0,36809.0,3.9,8.0,280.0,17.0,24.0,3768.0,115.0,194.0,55609.27386934673
225,Lexus,LS,Sedan,6,3,3,5,2,4,4,2,6,1,1,1,38,367.0,238.0,Lincoln,USA,Rear,43495.0,39869.0,3.9,8.0,280.0,17.0,24.0,3768.0,115.0,194.0,55609.27386934673
226,Lexus,LX,SUV,54,48,38,52,36,35,34,19,19,26,26,26,413,348.0,223.0,Lexus,Asia,All,64800.0,56455.0,4.7,8.0,235.0,13.0,17.0,5590.0,112.0,193.0,26016.0
227,Lexus,NX,SUV,330,442,684,797,667,699,822,820,988,345,345,345,7284,359.0,574.0,Lexus,,,32462.695454545454,29732.477272727272,,,,,,,,,58514.0
228,Lexus,RC,2 Door Coupe,12,12,15,33,35,23,19,21,24,9,9,9,221,360.0,575.0,Lexus,,,32462.695454545454,29732.477272727272,,,,,,,,,2987.0
229,Lexus,RX,SUV,451,493,836,904,801,944,923,884,1020,1025,1025,1025,10331,349.0,224.0,Lexus,Asia,All,39195.0,34576.0,3.3,6.0,230.0,18.0,24.0,4065.0,107.0,186.0,115320.0
230,Lexus,UX,SUV,112,136,237,377,303,360,337,364,472,195,195,195,3283,361.0,576.0,Lexus,,,32462.695454545454,29732.477272727272,,,,,,,,,17581.0
231,Lincoln,Aviator,SUV,115,115,130,191,184,191,144,138,144,230,230,230,2042,363.0,234.0,Lincoln,USA,Front,42915.0,39443.0,4.6,8.0,302.0,13.0,18.0,4834.0,114.0,193.0,20924.0
232,Lincoln,Continental,Sedan,3,3,3,2,2,2,0,0,0,2,2,2,21,371.0,577.0,Lincoln,,,32462.695454545454,29732.477272727272,,,,,,,,,1460.0
233,Lincoln,Corsair MKC,SUV,154,154,173,230,221,230,191,184,191,258,258,258,2502,,,,,,,,,,,,,,,,
234,Lincoln,Nautilus,SUV,95,95,107,190,183,190,149,144,149,108,108,108,1626,,,,,,,,,,,,,,,,
235,Lincoln,MKZ,Sedan,4,4,4,4,4,4,2,2,2,0,0,0,30,374.0,580.0,Lincoln,,,32462.695454545454,29732.477272727272,,,,,,,,,1681.0
236,Lincoln,Navigator,SUV,87,87,98,125,120,125,116,111,116,109,109,109,1312,362.0,233.0,Lincoln,USA,All,52775.0,46360.0,5.4,8.0,300.0,13.0,18.0,5969.0,119.0,206.0,15631.0
237,Maserati,Ghibli,Sedan,11,11,13,11,14,8,7,9,5,7,9,5,110,,,,,,,,,,,,,,,,
238,Maserati,GranTurismo,2 Door Coupe,2,2,3,0,0,0,0,0,0,0,0,0,7,,,,,,,,,,,,,,,,
239,Maserati,Levante,SUV,25,25,28,31,40,24,46,60,36,44,56,34,449,,,,,,,,,,,,,,,,
240,Maserati,Quattroporte,Sedan,4,4,5,3,4,3,2,3,2,5,6,4,45,,,,,,,,,,,,,,,,
241,Mazda,3,Sedan,783,717,1157,1103,1151,1298,1104,1044,1085,1114,827,421,11804,,,,,,,,,,,,,,,,
242,Mazda,6,Sedan,154,137,124,121,316,276,42,73,59,61,27,21,1411,,,,,,,,,,,,,,,,
243,Mazda,CX-3,SUV,439,445,626,828,377,772,443,396,429,277,122,160,5314,389.0,584.0,Mazda,,,32462.695454545454,29732.477272727272,,,,,,,,,6374.0
244,Mazda,CX-30,SUV,581,670,1158,1147,1168,1271,1444,1338,1179,804,501,146,11407,390.0,585.0,Mazda,,,32462.695454545454,29732.477272727272,,,,,,,,,55180.0
245,Mazda,CX-5,SUV,1711,1709,3017,2807,2281,2602,2740,2577,2498,2243,1315,1071,26571,391.0,586.0,Mazda,,,32462.695454545454,29732.477272727272,,,,,,,,,163940.0
246,Mazda,CX-9,SUV,355,354,587,716,380,448,459,439,342,254,128,68,4530,392.0,587.0,Mazda,,,32462.695454545454,29732.477272727272,,,,,,,,,31803.0
247,Mazda,MX-30,SUV,0,0,0,0,0,0,0,0,0,73,44,31,148,393.0,588.0,Mazda,,,32462.695454545454,29732.477272727272,,,,,,,,,61.0
248,Mazda,MX-5 Miata,2 Door Coupe,16,82,220,190,132,149,108,40,28,10,11,30,1016,,,,,,,,,,,,,,,,
249,Mercedes-Benz,A-Class,Sedan,173,173,194,183,176,183,139,134,139,76,76,76,1722,420.0,589.0,Mercedes-Benz,,,32462.695454545454,29732.477272727272,,,,,,,,,8108.0
250,Mercedes-Benz,AMG GT,2 Door Coupe,20,20,23,24,23,24,29,28,29,10,10,10,250,,,,,,,,,,,,,,,,
251,Mercedes-Benz,C-Class,Sedan,160,160,180,231,222,231,405,390,405,209,209,209,3011,422.0,591.0,Mercedes-Benz,,,32462.695454545454,29732.477272727272,,,,,,,,,30816.0
252,Mercedes-Benz,CLA-Class,2 Door Coupe,99,99,111,146,140,146,98,94,98,81,81,81,1274,423.0,592.0,Mercedes-Benz,,,32462.695454545454,29732.477272727272,,,,,,,,,6823.0
253,Mercedes-Benz,E CLS Class,Sedan,115,115,129,209,201,209,162,156,162,124,124,174,1880,,,,,,,,,,,,,,,,
254,Mercedes-Benz,G-Class,SUV,107,107,121,76,73,76,99,96,99,171,171,171,1367,426.0,595.0,Mercedes-Benz,,,32462.695454545454,29732.477272727272,,,,,,,,,8521.0
255,Mercedes-Benz,GL/GLS-Class,SUV,197,197,221,180,173,180,161,155,161,168,168,168,2129,427.0,596.0,Mercedes-Benz,,,32462.695454545454,29732.477272727272,,,,,,,,,24465.0
256,Mercedes-Benz,GLA-Class,SUV,227,227,256,196,189,196,214,206,214,164,164,164,2417,428.0,597.0,Mercedes-Benz,,,32462.695454545454,29732.477272727272,,,,,,,,,14323.0
257,Mercedes-Benz,GLB,SUV,250,250,281,234,225,234,228,219,228,208,208,208,2773,429.0,598.0,Mercedes-Benz,,,32462.695454545454,29732.477272727272,,,,,,,,,26676.0
258,Mercedes-Benz,GLC/GLK-Class,SUV,510,510,574,747,718,747,573,552,573,461,461,461,6887,430.0,599.0,Mercedes-Benz,,,32462.695454545454,29732.477272727272,,,,,,,,,51805.0
