,Make,Model,Origin,DriveTrain,MSRP,Invoice,EngineSize,Cylinders,Horsepower,MPG_City,MPG_Highway,Weight,Wheelbase,Length,Sum
0,Acura,MDX,Asia,All,"$36,945.00","$33,337.00",3.5,6.0,265.0,17.0,23.0,4451.0,106.0,189.0,60057.0
1,Acura,RSX,Asia,Front,"$23,820.00","$21,761.00",2.0,4.0,200.0,24.0,31.0,2778.0,101.0,172.0,
2,Acura,TSX,Asia,Front,"$26,990.00","$24,647.00",2.4,4.0,200.0,22.0,29.0,3230.0,105.0,183.0,
3,Acura,TL,Asia,Front,"$33,195.00","$30,299.00",3.2,6.0,270.0,20.0,28.0,3575.0,108.0,186.0,
4,Acura,3.5,Asia,Front,"$43,755.00","$39,014.00",3.5,6.0,225.0,18.0,24.0,3880.0,115.0,197.0,
5,Acura,3.5,Asia,Front,"$46,100.00","$41,100.00",3.5,6.0,225.0,18.0,24.0,3893.0,115.0,197.0,
6,Acura,NSX,Asia,Rear,"$89,765.00","$79,978.00",3.2,6.0,290.0,17.0,24.0,3153.0,100.0,174.0,124.0
7,Audi,A4,Europe,Front,"$25,940.00","$23,508.00",1.8,4.0,170.0,22.0,31.0,3252.0,104.0,179.0,16263.0
8,Audi,A4,Europe,Front,"$31,840.00","$28,846.00",3.0,6.0,220.0,20.0,28.0,3462.0,104.0,179.0,16263.0
9,Audi,A4,Europe,All,"$33,430.00","$30,366.00",3.0,6.0,220.0,17.0,26.0,3583.0,104.0,179.0,16263.0
10,Audi,A4,Europe,All,"$34,480.00","$31,388.00",3.0,6.0,220.0,18.0,25.0,3627.0,104.0,179.0,16263.0
11,Audi,A4,Europe,Front,"$42,490.00","$38,325.00",3.0,6.0,220.0,20.0,27.0,3814.0,105.0,180.0,16263.0
12,Audi,A4,Europe,All,"$44,240.00","$40,075.00",3.0,6.0,220.0,18.0,25.0,4013.0,105.0,180.0,16263.0
13,Audi,A41.8T,Europe,Front,"$35,940.00","$32,506.00",1.8,4.0,170.0,23.0,30.0,3638.0,105.0,180.0,
14,Audi,A6,Europe,Front,"$36,640.00","$33,129.00",3.0,6.0,220.0,20.0,27.0,3561.0,109.0,192.0,9543.0
15,Audi,A6,Europe,All,"$39,640.00","$35,992.00",3.0,6.0,220.0,18.0,25.0,3880.0,109.0,192.0,9543.0
16,Audi,A6,Europe,All,"$42,840.00","$38,840.00",2.7,6.0,250.0,18.0,25.0,3836.0,109.0,192.0,9543.0
17,Audi,A6,Europe,All,"$49,690.00","$44,936.00",4.2,8.0,300.0,17.0,24.0,4024.0,109.0,193.0,9543.0
18,Audi,A6,Europe,All,"$40,840.00","$37,060.00",3.0,6.0,220.0,18.0,25.0,4035.0,109.0,192.0,9543.0
19,Audi,A8,Europe,All,"$69,190.00","$64,740.00",4.2,8.0,330.0,17.0,24.0,4399.0,121.0,204.0,2068.0
20,Audi,S4,Europe,All,"$48,040.00","$43,556.00",4.2,8.0,340.0,14.0,20.0,3825.0,104.0,179.0,
21,Audi,S4,Europe,All,"$49,090.00","$44,446.00",4.2,8.0,340.0,15.0,21.0,3936.0,104.0,179.0,
22,Audi,RS,Europe,Front,"$84,600.00","$76,417.00",4.2,8.0,450.0,15.0,22.0,4024.0,109.0,191.0,
23,Audi,TT,Europe,Front,"$35,940.00","$32,512.00",1.8,4.0,180.0,20.0,28.0,3131.0,95.0,159.0,987.0
24,Audi,TT,Europe,All,"$37,390.00","$33,891.00",1.8,4.0,225.0,20.0,28.0,2921.0,96.0,159.0,987.0
25,Audi,TT,Europe,All,"$40,590.00","$36,739.00",3.2,6.0,250.0,21.0,29.0,3351.0,96.0,159.0,987.0
26,BMW,X3,Europe,All,"$37,000.00","$33,873.00",3.0,6.0,225.0,16.0,23.0,4023.0,110.0,180.0,75858.0
27,BMW,X5,Europe,All,"$52,195.00","$47,720.00",4.4,8.0,325.0,16.0,22.0,4824.0,111.0,184.0,60724.0
28,BMW,325i,Europe,Rear,"$28,495.00","$26,155.00",2.5,6.0,184.0,20.0,29.0,3219.0,107.0,176.0,
29,BMW,325Ci,Europe,Rear,"$30,795.00","$28,245.00",2.5,6.0,184.0,20.0,29.0,3197.0,107.0,177.0,
30,BMW,325Ci,Europe,Rear,"$37,995.00","$34,800.00",2.5,6.0,184.0,19.0,27.0,3560.0,107.0,177.0,
31,BMW,325xi,Europe,All,"$30,245.00","$27,745.00",2.5,6.0,184.0,19.0,27.0,3461.0,107.0,176.0,
32,BMW,325xi,Europe,All,"$32,845.00","$30,110.00",2.5,6.0,184.0,19.0,26.0,3594.0,107.0,176.0,
33,BMW,330i,Europe,Rear,"$35,495.00","$32,525.00",3.0,6.0,225.0,20.0,30.0,3285.0,107.0,176.0,
34,BMW,330Ci,Europe,Rear,"$36,995.00","$33,890.00",3.0,6.0,225.0,20.0,30.0,3285.0,107.0,176.0,
35,BMW,330Ci,Europe,Rear,"$44,295.00","$40,530.00",3.0,6.0,225.0,19.0,28.0,3616.0,107.0,177.0,
36,BMW,330xi,Europe,All,"$37,245.00","$34,115.00",3.0,6.0,225.0,20.0,29.0,3483.0,107.0,176.0,
37,BMW,525i,Europe,Rear,"$39,995.00","$36,620.00",2.5,6.0,184.0,19.0,28.0,3428.0,114.0,191.0,
38,BMW,530i,Europe,Rear,"$44,995.00","$41,170.00",3.0,6.0,225.0,20.0,30.0,3472.0,114.0,191.0,
39,BMW,545iA,Europe,Rear,"$54,995.00","$50,270.00",4.4,8.0,325.0,18.0,26.0,3814.0,114.0,191.0,
40,BMW,745i,Europe,Rear,"$69,195.00","$63,190.00",4.4,8.0,325.0,18.0,26.0,4376.0,118.0,198.0,
41,BMW,745Li,Europe,Rear,"$73,195.00","$66,830.00",4.4,8.0,325.0,18.0,26.0,4464.0,123.0,204.0,
42,BMW,M3,Europe,Rear,"$48,195.00","$44,170.00",3.2,6.0,333.0,16.0,24.0,3415.0,108.0,177.0,
43,BMW,M3,Europe,Rear,"$56,595.00","$51,815.00",3.2,6.0,333.0,16.0,23.0,3781.0,108.0,177.0,
44,BMW,Z4,Europe,Rear,"$33,895.00","$31,065.00",2.5,6.0,184.0,20.0,28.0,2932.0,98.0,161.0,2412.0
45,BMW,Z4,Europe,Rear,"$41,045.00","$37,575.00",3.0,6.0,225.0,21.0,29.0,2998.0,98.0,161.0,2412.0
46,Buick,Rainier,USA,All,"$37,895.00","$34,357.00",4.2,6.0,275.0,15.0,21.0,4600.0,113.0,193.0,
47,Buick,Rendezvous,USA,Front,"$26,545.00","$24,085.00",3.4,6.0,185.0,19.0,26.0,4024.0,112.0,187.0,
48,Buick,Century,USA,Front,"$22,180.00","$20,351.00",3.1,6.0,175.0,20.0,30.0,3353.0,109.0,195.0,
49,Buick,LeSabre,USA,Front,"$26,470.00","$24,282.00",3.8,6.0,205.0,20.0,29.0,3567.0,112.0,200.0,
50,Buick,LeSabre,USA,Front,"$32,245.00","$29,566.00",3.8,6.0,205.0,20.0,29.0,3591.0,112.0,200.0,
51,Buick,Regal,USA,Front,"$24,895.00","$22,835.00",3.8,6.0,200.0,20.0,30.0,3461.0,109.0,196.0,19.0
52,Buick,Regal,USA,Front,"$28,345.00","$26,047.00",3.8,6.0,240.0,18.0,28.0,3536.0,109.0,196.0,19.0
53,Buick,Park,USA,Front,"$35,545.00","$32,244.00",3.8,6.0,205.0,20.0,29.0,3778.0,114.0,207.0,
54,Buick,Park,USA,Front,"$40,720.00","$36,927.00",3.8,6.0,240.0,18.0,28.0,3909.0,114.0,207.0,
55,Cadillac,Escalade,USA,Front,"$52,795.00","$48,377.00",5.3,8.0,295.0,14.0,18.0,5367.0,116.0,199.0,40504.0
56,Cadillac,Escalade,USA,All,"$52,975.00","$48,541.00",6.0,8.0,345.0,13.0,17.0,5879.0,130.0,221.0,40504.0
57,Cadillac,SRX,USA,Front,"$46,995.00","$43,523.00",4.6,8.0,320.0,16.0,21.0,4302.0,116.0,195.0,
58,Cadillac,CTS,USA,Rear,"$30,835.00","$28,575.00",3.6,6.0,255.0,18.0,25.0,3694.0,113.0,190.0,68.0
59,Cadillac,Deville,USA,Front,"$45,445.00","$41,650.00",4.6,8.0,275.0,18.0,26.0,3984.0,115.0,207.0,
60,Cadillac,Deville,USA,Front,"$50,595.00","$46,362.00",4.6,8.0,300.0,18.0,26.0,4044.0,115.0,207.0,
61,Cadillac,Seville,USA,Front,"$47,955.00","$43,841.00",4.6,8.0,275.0,18.0,26.0,3992.0,112.0,201.0,
62,Cadillac,XLR,USA,Rear,"$76,200.00","$70,546.00",4.6,8.0,320.0,17.0,25.0,3647.0,106.0,178.0,
63,Chevrolet,Suburban,USA,Front,"$42,735.00","$37,422.00",5.3,8.0,295.0,14.0,18.0,4947.0,130.0,219.0,85159.0
64,Chevrolet,Tahoe,USA,All,"$41,465.00","$36,287.00",5.3,8.0,295.0,14.0,18.0,5050.0,116.0,197.0,106019.0
65,Chevrolet,TrailBlazer,USA,Front,"$30,295.00","$27,479.00",4.2,6.0,275.0,16.0,21.0,4425.0,113.0,192.0,90163.0
66,Chevrolet,Tracker,USA,Front,"$20,255.00","$19,108.00",2.5,6.0,165.0,19.0,22.0,2866.0,98.0,163.0,
67,Chevrolet,Aveo,USA,Front,"$11,690.00","$10,965.00",1.6,4.0,103.0,28.0,34.0,2370.0,98.0,167.0,
68,Chevrolet,Aveo,USA,Front,"$12,585.00","$11,802.00",1.6,4.0,103.0,28.0,34.0,2348.0,98.0,153.0,
69,Chevrolet,Cavalier,USA,Front,"$14,610.00","$13,697.00",2.2,4.0,140.0,26.0,37.0,2617.0,104.0,183.0,
70,Chevrolet,Cavalier,USA,Front,"$14,810.00","$13,884.00",2.2,4.0,140.0,26.0,37.0,2676.0,104.0,183.0,
71,Chevrolet,Cavalier,USA,Front,"$16,385.00","$15,357.00",2.2,4.0,140.0,26.0,37.0,2617.0,104.0,183.0,
72,Chevrolet,Impala,USA,Front,"$21,900.00","$20,095.00",3.4,6.0,180.0,21.0,32.0,3465.0,111.0,200.0,750.0
73,Chevrolet,Impala,USA,Front,"$25,000.00","$22,931.00",3.8,6.0,200.0,20.0,30.0,3476.0,111.0,200.0,750.0
74,Chevrolet,Impala,USA,Front,"$27,995.00","$25,672.00",3.8,6.0,240.0,18.0,28.0,3606.0,111.0,200.0,750.0
75,Chevrolet,Malibu,USA,Front,"$18,995.00","$17,434.00",2.2,4.0,145.0,24.0,34.0,3174.0,106.0,188.0,39376.0
76,Chevrolet,Malibu,USA,Front,"$20,370.00","$18,639.00",3.5,6.0,200.0,22.0,30.0,3297.0,106.0,188.0,39376.0
77,Chevrolet,Malibu,USA,Front,"$23,495.00","$21,551.00",3.5,6.0,200.0,23.0,32.0,3315.0,106.0,188.0,39376.0
78,Chevrolet,Malibu,USA,Front,"$22,225.00","$20,394.00",3.5,6.0,200.0,22.0,30.0,3458.0,112.0,188.0,39376.0
79,Chevrolet,Monte,USA,Front,"$21,825.00","$20,026.00",3.4,6.0,180.0,21.0,32.0,3340.0,111.0,198.0,
80,Chevrolet,Monte,USA,Front,"$24,225.00","$22,222.00",3.8,6.0,200.0,18.0,28.0,3434.0,111.0,198.0,
81,Chevrolet,Astro,USA,All,"$26,395.00","$23,954.00",4.3,6.0,190.0,14.0,17.0,4605.0,111.0,190.0,
82,Chevrolet,Venture,USA,Front,"$27,020.00","$24,518.00",3.4,6.0,185.0,19.0,26.0,3699.0,112.0,187.0,
83,Chevrolet,Corvette,USA,Rear,"$44,535.00","$39,068.00",5.7,8.0,350.0,18.0,25.0,3246.0,105.0,180.0,33042.0
84,Chevrolet,Corvette,USA,Rear,"$51,535.00","$45,193.00",5.7,8.0,350.0,18.0,25.0,3248.0,105.0,180.0,33042.0
85,Chevrolet,Avalanche,USA,All,"$36,100.00","$31,689.00",5.3,8.0,295.0,14.0,18.0,5678.0,130.0,222.0,
86,Chevrolet,Colorado,USA,All,"$18,760.00","$17,070.00",2.8,4.0,175.0,18.0,23.0,3623.0,111.0,192.0,73008.0
87,Chevrolet,Silverado,USA,Rear,"$20,310.00","$18,480.00",4.3,6.0,200.0,15.0,21.0,4142.0,119.0,206.0,529765.0
88,Chevrolet,Silverado,USA,All,"$40,340.00","$35,399.00",6.0,8.0,300.0,13.0,17.0,4804.0,144.0,238.0,529765.0
89,Chevrolet,SSR,USA,Rear,"$41,995.00","$39,306.00",5.3,8.0,300.0,16.0,19.0,4760.0,116.0,191.0,
90,Chrysler,PT,USA,Front,"$17,985.00","$16,919.00",2.4,4.0,150.0,22.0,29.0,3101.0,103.0,169.0,
91,Chrysler,PT,USA,Front,"$22,000.00","$20,573.00",2.4,4.0,150.0,22.0,29.0,3105.0,103.0,169.0,
92,Chrysler,PT,USA,Front,"$25,955.00","$24,172.00",2.4,4.0,220.0,21.0,27.0,3217.0,103.0,169.0,
93,Chrysler,Sebring,USA,Front,"$19,090.00","$17,805.00",2.4,4.0,150.0,22.0,30.0,3173.0,108.0,191.0,
94,Chrysler,Sebring,USA,Front,"$21,840.00","$20,284.00",2.7,6.0,200.0,21.0,28.0,3222.0,108.0,191.0,
95,Chrysler,Sebring,USA,Front,"$25,215.00","$23,451.00",2.4,4.0,150.0,22.0,30.0,3357.0,106.0,194.0,
96,Chrysler,Sebring,USA,Front,"$30,950.00","$28,613.00",2.7,6.0,200.0,21.0,28.0,3448.0,106.0,194.0,
97,Chrysler,300M,USA,Front,"$29,865.00","$27,797.00",3.5,6.0,250.0,18.0,27.0,3581.0,113.0,198.0,
98,Chrysler,300M,USA,Front,"$33,295.00","$30,884.00",3.5,6.0,255.0,18.0,27.0,3650.0,113.0,198.0,
99,Chrysler,Concorde,USA,Front,"$24,130.00","$22,452.00",2.7,6.0,200.0,21.0,29.0,3479.0,113.0,208.0,
100,Chrysler,Concorde,USA,Front,"$26,860.00","$24,909.00",3.5,6.0,232.0,19.0,27.0,3548.0,113.0,208.0,
101,Chrysler,Town,USA,Front,"$27,490.00","$25,371.00",3.3,6.0,180.0,19.0,26.0,4068.0,119.0,201.0,23355.0
102,Chrysler,Town,USA,Front,"$38,380.00","$35,063.00",3.8,6.0,215.0,18.0,25.0,4331.0,119.0,201.0,23355.0
103,Chrysler,Crossfire,USA,Rear,"$34,495.00","$32,033.00",3.2,6.0,215.0,17.0,25.0,3060.0,95.0,160.0,
104,Chrysler,Pacifica,USA,Rear,"$31,230.00","$28,725.00",3.5,6.0,250.0,17.0,23.0,4675.0,116.0,199.0,74970.0
105,Dodge,Durango,USA,All,"$32,235.00","$29,472.00",4.7,8.0,230.0,15.0,21.0,4987.0,119.0,201.0,65936.0
106,Dodge,Neon,USA,Front,"$13,670.00","$12,849.00",2.0,4.0,132.0,29.0,36.0,2581.0,105.0,174.0,
107,Dodge,Neon,USA,Front,"$15,040.00","$14,086.00",2.0,4.0,132.0,29.0,36.0,2626.0,105.0,174.0,
108,Dodge,Intrepid,USA,Front,"$22,035.00","$20,502.00",2.7,6.0,200.0,21.0,29.0,3469.0,113.0,204.0,
109,Dodge,Intrepid,USA,Front,"$24,885.00","$23,058.00",3.5,6.0,232.0,18.0,27.0,3487.0,113.0,204.0,
110,Dodge,Stratus,USA,Front,"$18,820.00","$17,512.00",2.4,4.0,150.0,21.0,28.0,3182.0,108.0,191.0,
111,Dodge,Stratus,USA,Front,"$20,220.00","$18,821.00",2.4,4.0,150.0,21.0,28.0,3175.0,108.0,191.0,
112,Dodge,Caravan,USA,Front,"$21,795.00","$20,508.00",2.4,4.0,150.0,20.0,26.0,3862.0,113.0,189.0,
113,Dodge,Grand,USA,All,"$32,660.00","$29,812.00",3.8,6.0,215.0,18.0,25.0,4440.0,119.0,201.0,3037.0
114,Dodge,Viper,USA,Rear,"$81,795.00","$74,451.00",8.3,10.0,500.0,12.0,20.0,3410.0,99.0,176.0,6.0
115,Dodge,Dakota,USA,Rear,"$17,630.00","$16,264.00",3.7,6.0,210.0,16.0,22.0,3714.0,112.0,193.0,
116,Dodge,Dakota,USA,Rear,"$20,300.00","$18,670.00",3.7,6.0,210.0,16.0,22.0,3829.0,131.0,219.0,
117,Dodge,Ram,USA,Rear,"$20,215.00","$18,076.00",3.7,6.0,215.0,16.0,21.0,4542.0,121.0,208.0,
118,Ford,Excursion,USA,All,"$41,475.00","$36,494.00",6.8,10.0,310.0,10.0,13.0,7190.0,137.0,227.0,
119,Ford,Expedition,USA,Front,"$34,560.00","$30,468.00",4.6,8.0,232.0,15.0,19.0,5000.0,119.0,206.0,81988.0
120,Ford,Explorer,USA,All,"$29,670.00","$26,983.00",4.0,6.0,210.0,15.0,20.0,4463.0,114.0,190.0,219871.0
121,Ford,Escape,USA,All,"$22,515.00","$20,907.00",3.0,6.0,201.0,18.0,23.0,3346.0,103.0,173.0,145415.0
122,Ford,Focus,USA,Front,"$13,270.00","$12,482.00",2.0,4.0,130.0,26.0,33.0,2612.0,103.0,168.0,
123,Ford,Focus,USA,Front,"$13,730.00","$12,906.00",2.0,4.0,110.0,27.0,36.0,2606.0,103.0,168.0,
124,Ford,Focus,USA,Front,"$15,460.00","$14,496.00",2.0,4.0,130.0,26.0,33.0,2606.0,103.0,168.0,
125,Ford,Focus,USA,Front,"$15,580.00","$14,607.00",2.0,4.0,130.0,26.0,33.0,2691.0,103.0,168.0,
126,Ford,Focus,USA,Front,"$19,135.00","$17,878.00",2.0,4.0,170.0,21.0,28.0,2750.0,103.0,168.0,
127,Ford,Focus,USA,Front,"$17,475.00","$16,375.00",2.0,4.0,130.0,26.0,33.0,2702.0,103.0,178.0,
128,Ford,Taurus,USA,Front,"$20,320.00","$18,881.00",3.0,6.0,155.0,20.0,27.0,3306.0,109.0,198.0,
129,Ford,Taurus,USA,Front,"$22,735.00","$20,857.00",3.0,6.0,201.0,19.0,26.0,3313.0,109.0,198.0,
130,Ford,Taurus,USA,Front,"$22,290.00","$20,457.00",3.0,6.0,155.0,19.0,26.0,3497.0,109.0,198.0,
131,Ford,Crown,USA,Rear,"$24,345.00","$22,856.00",4.6,8.0,224.0,17.0,25.0,4057.0,115.0,212.0,
132,Ford,Crown,USA,Rear,"$27,370.00","$25,105.00",4.6,8.0,224.0,17.0,25.0,4057.0,115.0,212.0,
133,Ford,Crown,USA,Rear,"$30,315.00","$27,756.00",4.6,8.0,239.0,17.0,25.0,4057.0,115.0,212.0,
134,Ford,Freestar,USA,Front,"$26,930.00","$24,498.00",3.9,6.0,193.0,17.0,23.0,4275.0,121.0,201.0,
135,Ford,Mustang,USA,Rear,"$18,345.00","$16,943.00",3.8,6.0,193.0,20.0,29.0,3290.0,101.0,183.0,52384.0
136,Ford,Mustang,USA,Rear,"$18,345.00","$16,943.00",3.8,6.0,193.0,20.0,29.0,3290.0,101.0,183.0,27140.0
137,Ford,Mustang,USA,Rear,"$29,380.00","$26,875.00",4.6,8.0,260.0,17.0,25.0,3347.0,101.0,183.0,52384.0
138,Ford,Mustang,USA,Rear,"$29,380.00","$26,875.00",4.6,8.0,260.0,17.0,25.0,3347.0,101.0,183.0,27140.0
139,Ford,Thunderbird,USA,Front,"$37,530.00","$34,483.00",3.9,8.0,280.0,17.0,24.0,3780.0,107.0,186.0,
140,Ford,F-150,USA,Rear,"$22,010.00","$19,490.00",4.6,8.0,231.0,15.0,19.0,4788.0,126.0,211.0,
141,Ford,F-150,USA,All,"$33,540.00","$29,405.00",5.4,8.0,300.0,14.0,18.0,5464.0,133.0,218.0,
142,Ford,Ranger,USA,Rear,"$14,385.00","$13,717.00",2.3,4.0,143.0,24.0,29.0,3028.0,111.0,188.0,94755.0
143,GMC,Envoy,USA,Front,"$31,890.00","$28,922.00",4.2,6.0,275.0,15.0,19.0,4945.0,129.0,208.0,
144,GMC,Yukon,USA,Front,"$35,725.00","$31,361.00",4.8,8.0,285.0,16.0,19.0,5042.0,116.0,199.0,84243.0
145,GMC,Yukon,USA,All,"$46,265.00","$40,534.00",6.0,8.0,325.0,13.0,17.0,6133.0,130.0,219.0,84243.0
146,GMC,Safari,USA,Rear,"$25,640.00","$23,215.00",4.3,6.0,190.0,16.0,20.0,4309.0,111.0,190.0,
147,GMC,Canyon,USA,Rear,"$16,530.00","$14,877.00",2.8,4.0,175.0,18.0,25.0,3351.0,111.0,192.0,24125.0
148,GMC,Sierra,USA,Rear,"$25,717.00","$22,604.00",4.8,8.0,285.0,17.0,20.0,4548.0,144.0,230.0,248923.0
149,GMC,Sierra,USA,All,"$29,322.00","$25,759.00",6.0,8.0,300.0,13.0,18.0,5440.0,133.0,222.0,248923.0
150,GMC,Sonoma,USA,All,"$25,395.00","$23,043.00",4.3,6.0,190.0,15.0,19.0,4083.0,123.0,208.0,
151,Honda,Civic,Asia,Front,"$20,140.00","$18,451.00",1.4,4.0,93.0,46.0,51.0,2732.0,103.0,175.0,263787.0
152,Honda,Civic,Asia,Front,"$13,270.00","$12,175.00",1.7,4.0,115.0,32.0,38.0,2432.0,103.0,175.0,263787.0
153,Honda,Civic,Asia,Front,"$14,170.00","$12,996.00",1.7,4.0,117.0,36.0,44.0,2500.0,103.0,175.0,263787.0
154,Honda,Civic,Asia,Front,"$15,850.00","$14,531.00",1.7,4.0,115.0,32.0,38.0,2513.0,103.0,175.0,263787.0
155,Honda,Civic,Asia,Front,"$17,750.00","$16,265.00",1.7,4.0,127.0,32.0,37.0,2601.0,103.0,175.0,263787.0
156,Honda,Civic,Asia,Front,"$19,490.00","$17,849.00",2.0,4.0,160.0,26.0,30.0,2782.0,101.0,166.0,263787.0
157,Honda,Insight,Asia,Front,"$19,110.00","$17,911.00",2.0,3.0,73.0,60.0,66.0,1850.0,95.0,155.0,18685.0
158,Honda,Pilot,Asia,All,"$27,560.00","$24,843.00",3.5,6.0,240.0,17.0,22.0,4387.0,106.0,188.0,143062.0
159,Honda,CR-V,Asia,All,"$19,860.00","$18,419.00",2.4,4.0,160.0,21.0,25.0,3258.0,103.0,179.0,361271.0
160,Honda,Element,Asia,All,"$18,690.00","$17,334.00",2.4,4.0,160.0,21.0,24.0,3468.0,101.0,167.0,
161,Honda,Accord,Asia,Front,"$19,860.00","$17,924.00",2.4,4.0,160.0,26.0,34.0,2994.0,105.0,188.0,202676.0
162,Honda,Accord,Asia,Front,"$22,260.00","$20,080.00",2.4,4.0,160.0,26.0,34.0,3047.0,105.0,188.0,202676.0
163,Honda,Accord,Asia,Front,"$23,760.00","$21,428.00",3.0,6.0,240.0,21.0,30.0,3349.0,108.0,190.0,202676.0
164,Honda,Accord,Asia,Front,"$26,960.00","$24,304.00",3.0,6.0,240.0,21.0,30.0,3294.0,105.0,188.0,202676.0
165,Honda,Odyssey,Asia,Front,"$24,950.00","$22,498.00",3.5,6.0,240.0,18.0,25.0,4310.0,118.0,201.0,76125.0
166,Honda,Odyssey,Asia,Front,"$27,450.00","$24,744.00",3.5,6.0,240.0,18.0,25.0,4365.0,118.0,201.0,76125.0
167,Honda,S2000,Asia,Rear,"$33,260.00","$29,965.00",2.2,4.0,240.0,20.0,25.0,2835.0,95.0,162.0,
168,Hummer,H2,USA,All,"$49,995.00","$45,815.00",6.0,8.0,316.0,10.0,12.0,6400.0,123.0,190.0,
169,Hyundai,Santa,Asia,Front,"$21,589.00","$20,201.00",2.7,6.0,173.0,20.0,26.0,3549.0,103.0,177.0,9634.0
170,Hyundai,Santa,Asia,Front,"$21,589.00","$20,201.00",2.7,6.0,173.0,20.0,26.0,3549.0,103.0,177.0,112705.0
171,Hyundai,Accent,Asia,Front,"$10,539.00","$10,107.00",1.6,4.0,103.0,29.0,33.0,2255.0,96.0,167.0,18868.0
172,Hyundai,Accent,Asia,Front,"$11,839.00","$11,116.00",1.6,4.0,103.0,29.0,33.0,2290.0,96.0,167.0,18868.0
